point cloud with 30522 points in dimension 768
value range: [0.15424,2.89267]
 [0,1.27528)
 [0,1.27529)
 [0,1.2753)
 [0,1.27533)
 [0,1.27535)
 [0,1.27537)
 [0,1.27538)
 [0,1.2754)
 [0,1.27547)
 [0,1.27549)
 [0,1.27549)
 [0,1.27552)
 [0,1.27552)
 [0,1.27552)
 [0,1.27557)
 [0,1.27557)
 [0,1.2756)
 [0,1.27565)
 [0,1.27567)
 [0,1.27568)
 [0,1.27573)
 [0,1.27574)
 [0,1.27576)
 [0,1.27576)
 [0,1.27577)
 [0,1.27577)
 [0,1.27583)
 [0,1.27591)
 [0,1.27594)
 [0,1.27595)
 [0,1.27601)
 [0,1.27609)
 [0,1.27615)
 [0,1.27615)
 [0,1.27617)
 [0,1.27624)
 [0,1.27625)
 [0,1.27626)
 [0,1.27627)
 [0,1.27633)
 [0,1.27635)
 [0,1.27637)
 [0,1.2764)
 [0,1.27643)
 [0,1.27644)
 [0,1.2765)
 [0,1.27651)
 [0,1.27653)
 [0,1.27653)
 [0,1.27656)
 [0,1.27657)
 [0,1.27661)
 [0,1.27661)
 [0,1.27663)
 [0,1.27679)
 [0,1.27686)
 [0,1.27693)
 [0,1.27694)
 [0,1.27697)
 [0,1.27699)
 [0,1.277)
 [0,1.277)
 [0,1.27706)
 [0,1.27711)
 [0,1.27723)
 [0,1.27727)
 [0,1.27728)
 [0,1.27728)
 [0,1.27729)
 [0,1.2773)
 [0,1.27733)
 [0,1.27738)
 [0,1.27738)
 [0,1.2774)
 [0,1.27743)
 [0,1.27744)
 [0,1.27749)
 [0,1.2775)
 [0,1.27751)
 [0,1.27756)
 [0,1.2776)
 [0,1.27761)
 [0,1.27762)
 [0,1.27769)
 [0,1.27774)
 [0,1.27782)
 [0,1.27784)
 [0,1.27789)
 [0,1.27789)
 [0,1.27791)
 [0,1.27792)
 [0,1.27794)
 [0,1.27795)
 [0,1.27796)
 [0,1.27797)
 [0,1.27798)
 [0,1.278)
 [0,1.27807)
 [0,1.27808)
 [0,1.27813)
 [0,1.27816)
 [0,1.27818)
 [0,1.27822)
 [0,1.27824)
 [0,1.27827)
 [0,1.27832)
 [0,1.27833)
 [0,1.27837)
 [0,1.27837)
 [0,1.2784)
 [0,1.27843)
 [0,1.27843)
 [0,1.27844)
 [0,1.27846)
 [0,1.27858)
 [0,1.27858)
 [0,1.27858)
 [0,1.2786)
 [0,1.27873)
 [0,1.27875)
 [0,1.27876)
 [0,1.27878)
 [0,1.27881)
 [0,1.27886)
 [0,1.27892)
 [0,1.27896)
 [0,1.279)
 [0,1.27902)
 [0,1.27904)
 [0,1.27905)
 [0,1.27912)
 [0,1.27917)
 [0,1.27917)
 [0,1.27918)
 [0,1.27925)
 [0,1.27927)
 [0,1.27936)
 [0,1.27937)
 [0,1.27938)
 [0,1.27938)
 [0,1.27939)
 [0,1.2794)
 [0,1.27948)
 [0,1.27949)
 [0,1.27949)
 [0,1.27951)
 [0,1.27965)
 [0,1.27971)
 [0,1.27972)
 [0,1.27973)
 [0,1.27974)
 [0,1.27982)
 [0,1.27983)
 [0,1.27986)
 [0,1.27988)
 [0,1.27996)
 [0,1.28004)
 [0,1.28006)
 [0,1.2801)
 [0,1.28013)
 [0,1.28015)
 [0,1.28018)
 [0,1.2802)
 [0,1.28021)
 [0,1.28023)
 [0,1.28024)
 [0,1.28025)
 [0,1.28029)
 [0,1.2803)
 [0,1.28032)
 [0,1.28033)
 [0,1.28033)
 [0,1.28036)
 [0,1.28036)
 [0,1.28042)
 [0,1.28044)
 [0,1.28044)
 [0,1.28046)
 [0,1.28049)
 [0,1.28056)
 [0,1.28062)
 [0,1.28066)
 [0,1.28066)
 [0,1.28072)
 [0,1.28074)
 [0,1.28076)
 [0,1.28077)
 [0,1.28079)
 [0,1.28085)
 [0,1.2809)
 [0,1.28092)
 [0,1.28096)
 [0,1.28098)
 [0,1.28099)
 [0,1.281)
 [0,1.28101)
 [0,1.28105)
 [0,1.28106)
 [0,1.28106)
 [0,1.28106)
 [0,1.2811)
 [0,1.28112)
 [0,1.28113)
 [0,1.2812)
 [0,1.28124)
 [0,1.28126)
 [0,1.28131)
 [0,1.28134)
 [0,1.28134)
 [0,1.28135)
 [0,1.28137)
 [0,1.28142)
 [0,1.28146)
 [0,1.28146)
 [0,1.28151)
 [0,1.28152)
 [0,1.28152)
 [0,1.28155)
 [0,1.28157)
 [0,1.28158)
 [0,1.28161)
 [0,1.28163)
 [0,1.2817)
 [0,1.28184)
 [0,1.28188)
 [0,1.28189)
 [0,1.28189)
 [0,1.2819)
 [0,1.28191)
 [0,1.28209)
 [0,1.28209)
 [0,1.28215)
 [0,1.28221)
 [0,1.28227)
 [0,1.28232)
 [0,1.28236)
 [0,1.28238)
 [0,1.28239)
 [0,1.28242)
 [0,1.28244)
 [0,1.28245)
 [0,1.28247)
 [0,1.28249)
 [0,1.2825)
 [0,1.28251)
 [0,1.28254)
 [0,1.28255)
 [0,1.28266)
 [0,1.28266)
 [0,1.2827)
 [0,1.2827)
 [0,1.28272)
 [0,1.28272)
 [0,1.28279)
 [0,1.28281)
 [0,1.28286)
 [0,1.28288)
 [0,1.28295)
 [0,1.28296)
 [0,1.28299)
 [0,1.28301)
 [0,1.28303)
 [0,1.28304)
 [0,1.28311)
 [0,1.28313)
 [0,1.28313)
 [0,1.28314)
 [0,1.28321)
 [0,1.28322)
 [0,1.28326)
 [0,1.28326)
 [0,1.28329)
 [0,1.28334)
 [0,1.28335)
 [0,1.28336)
 [0,1.28344)
 [0,1.28346)
 [0,1.28346)
 [0,1.28347)
 [0,1.28353)
 [0,1.28362)
 [0,1.28363)
 [0,1.28365)
 [0,1.2837)
 [0,1.28373)
 [0,1.28375)
 [0,1.28377)
 [0,1.28378)
 [0,1.28378)
 [0,1.28382)
 [0,1.28382)
 [0,1.28383)
 [0,1.28384)
 [0,1.28385)
 [0,1.28389)
 [0,1.28391)
 [0,1.28397)
 [0,1.2841)
 [0,1.28411)
 [0,1.28413)
 [0,1.28413)
 [0,1.28413)
 [0,1.28421)
 [0,1.28426)
 [0,1.28427)
 [0,1.28432)
 [0,1.28439)
 [0,1.28441)
 [0,1.28443)
 [0,1.28446)
 [0,1.28449)
 [0,1.28454)
 [0,1.28456)
 [0,1.28458)
 [0,1.2846)
 [0,1.28462)
 [0,1.28463)
 [0,1.28464)
 [0,1.28467)
 [0,1.28467)
 [0,1.28468)
 [0,1.28469)
 [0,1.28473)
 [0,1.28473)
 [0,1.28473)
 [0,1.28474)
 [0,1.28475)
 [0,1.28483)
 [0,1.28484)
 [0,1.28485)
 [0,1.28486)
 [0,1.28489)
 [0,1.28492)
 [0,1.28494)
 [0,1.28496)
 [0,1.28497)
 [0,1.285)
 [0,1.28502)
 [0,1.28503)
 [0,1.28512)
 [0,1.28513)
 [0,1.2852)
 [0,1.2853)
 [0,1.28531)
 [0,1.28535)
 [0,1.28541)
 [0,1.28543)
 [0,1.28551)
 [0,1.28553)
 [0,1.28557)
 [0,1.28558)
 [0,1.28571)
 [0,1.28574)
 [0,1.28576)
 [0,1.28577)
 [0,1.28579)
 [0,1.28592)
 [0,1.28593)
 [0,1.28594)
 [0,1.28597)
 [0,1.28599)
 [0,1.28599)
 [0,1.28603)
 [0,1.28607)
 [0,1.28609)
 [0,1.28611)
 [0,1.28614)
 [0,1.28622)
 [0,1.28624)
 [0,1.28626)
 [0,1.28627)
 [0,1.28627)
 [0,1.28628)
 [0,1.2863)
 [0,1.28637)
 [0,1.28637)
 [0,1.28647)
 [0,1.28655)
 [0,1.28662)
 [0,1.28664)
 [0,1.28665)
 [0,1.28668)
 [0,1.28669)
 [0,1.28671)
 [0,1.28677)
 [0,1.2868)
 [0,1.28686)
 [0,1.28687)
 [0,1.28698)
 [0,1.28701)
 [0,1.28703)
 [0,1.28705)
 [0,1.28706)
 [0,1.28706)
 [0,1.28706)
 [0,1.2871)
 [0,1.28714)
 [0,1.28717)
 [0,1.28719)
 [0,1.28725)
 [0,1.28728)
 [0,1.28731)
 [0,1.28733)
 [0,1.28734)
 [0,1.28739)
 [0,1.28748)
 [0,1.28749)
 [0,1.28752)
 [0,1.28756)
 [0,1.28758)
 [0,1.28765)
 [0,1.28767)
 [0,1.28767)
 [0,1.28776)
 [0,1.28777)
 [0,1.28785)
 [0,1.28785)
 [0,1.2879)
 [0,1.2879)
 [0,1.28792)
 [0,1.28793)
 [0,1.28793)
 [0,1.28794)
 [0,1.28797)
 [0,1.28798)
 [0,1.28801)
 [0,1.28802)
 [0,1.28813)
 [0,1.28816)
 [0,1.2882)
 [0,1.28823)
 [0,1.28823)
 [0,1.2883)
 [0,1.28833)
 [0,1.28833)
 [0,1.2884)
 [0,1.28843)
 [0,1.28848)
 [0,1.28848)
 [0,1.28852)
 [0,1.28854)
 [0,1.28858)
 [0,1.28865)
 [0,1.28865)
 [0,1.28865)
 [0,1.28867)
 [0,1.28868)
 [0,1.28869)
 [0,1.28877)
 [0,1.28901)
 [0,1.28901)
 [0,1.28901)
 [0,1.28901)
 [0,1.28903)
 [0,1.28907)
 [0,1.28912)
 [0,1.28914)
 [0,1.28915)
 [0,1.28916)
 [0,1.2892)
 [0,1.28922)
 [0,1.28923)
 [0,1.28923)
 [0,1.28931)
 [0,1.28931)
 [0,1.28951)
 [0,1.28952)
 [0,1.28956)
 [0,1.2896)
 [0,1.2896)
 [0,1.28962)
 [0,1.28963)
 [0,1.28966)
 [0,1.28978)
 [0,1.28979)
 [0,1.28984)
 [0,1.28986)
 [0,1.28988)
 [0,1.28992)
 [0,1.29003)
 [0,1.29003)
 [0,1.29003)
 [0,1.29004)
 [0,1.29004)
 [0,1.29007)
 [0,1.29013)
 [0,1.29021)
 [0,1.29027)
 [0,1.2903)
 [0,1.29033)
 [0,1.29044)
 [0,1.29048)
 [0,1.29052)
 [0,1.29052)
 [0,1.2906)
 [0,1.29063)
 [0,1.29065)
 [0,1.29067)
 [0,1.29067)
 [0,1.29068)
 [0,1.29075)
 [0,1.29075)
 [0,1.29076)
 [0,1.29076)
 [0,1.29078)
 [0,1.29078)
 [0,1.29088)
 [0,1.29099)
 [0,1.29102)
 [0,1.29105)
 [0,1.29108)
 [0,1.29109)
 [0,1.29109)
 [0,1.29114)
 [0,1.29119)
 [0,1.29124)
 [0,1.29124)
 [0,1.29125)
 [0,1.29128)
 [0,1.29134)
 [0,1.29137)
 [0,1.29138)
 [0,1.29138)
 [0,1.29142)
 [0,1.29146)
 [0,1.29148)
 [0,1.29151)
 [0,1.29153)
 [0,1.29153)
 [0,1.29154)
 [0,1.29159)
 [0,1.29163)
 [0,1.29165)
 [0,1.29166)
 [0,1.29166)
 [0,1.29167)
 [0,1.29168)
 [0,1.29169)
 [0,1.29172)
 [0,1.29175)
 [0,1.29177)
 [0,1.29178)
 [0,1.29185)
 [0,1.29186)
 [0,1.29187)
 [0,1.29192)
 [0,1.29197)
 [0,1.29199)
 [0,1.29208)
 [0,1.2921)
 [0,1.29211)
 [0,1.29212)
 [0,1.29217)
 [0,1.29217)
 [0,1.29219)
 [0,1.29222)
 [0,1.29222)
 [0,1.29225)
 [0,1.29225)
 [0,1.29226)
 [0,1.29226)
 [0,1.29227)
 [0,1.29229)
 [0,1.29239)
 [0,1.29246)
 [0,1.29256)
 [0,1.29258)
 [0,1.29258)
 [0,1.29261)
 [0,1.29263)
 [0,1.29265)
 [0,1.29267)
 [0,1.29268)
 [0,1.29273)
 [0,1.29274)
 [0,1.29275)
 [0,1.29275)
 [0,1.29277)
 [0,1.29277)
 [0,1.29291)
 [0,1.29291)
 [0,1.29292)
 [0,1.29298)
 [0,1.29301)
 [0,1.29303)
 [0,1.29313)
 [0,1.29323)
 [0,1.29323)
 [0,1.29333)
 [0,1.29335)
 [0,1.29338)
 [0,1.29339)
 [0,1.29343)
 [0,1.29345)
 [0,1.29349)
 [0,1.2935)
 [0,1.29353)
 [0,1.29356)
 [0,1.29356)
 [0,1.29357)
 [0,1.29359)
 [0,1.29361)
 [0,1.29364)
 [0,1.29364)
 [0,1.29364)
 [0,1.29365)
 [0,1.29374)
 [0,1.29383)
 [0,1.29383)
 [0,1.29383)
 [0,1.29383)
 [0,1.29386)
 [0,1.29388)
 [0,1.29392)
 [0,1.29393)
 [0,1.29396)
 [0,1.294)
 [0,1.29406)
 [0,1.29409)
 [0,1.29413)
 [0,1.29416)
 [0,1.29416)
 [0,1.29425)
 [0,1.29427)
 [0,1.29429)
 [0,1.2943)
 [0,1.29434)
 [0,1.29434)
 [0,1.29434)
 [0,1.29436)
 [0,1.29437)
 [0,1.2945)
 [0,1.29453)
 [0,1.29454)
 [0,1.29466)
 [0,1.29476)
 [0,1.29476)
 [0,1.29477)
 [0,1.29483)
 [0,1.29484)
 [0,1.29485)
 [0,1.29485)
 [0,1.29485)
 [0,1.29488)
 [0,1.29492)
 [0,1.29492)
 [0,1.29498)
 [0,1.29502)
 [0,1.29504)
 [0,1.29506)
 [0,1.2951)
 [0,1.29513)
 [0,1.29513)
 [0,1.29515)
 [0,1.29517)
 [0,1.29519)
 [0,1.29523)
 [0,1.29523)
 [0,1.29524)
 [0,1.29532)
 [0,1.29539)
 [0,1.29542)
 [0,1.29543)
 [0,1.29544)
 [0,1.29548)
 [0,1.2955)
 [0,1.29552)
 [0,1.29555)
 [0,1.29556)
 [0,1.29557)
 [0,1.29561)
 [0,1.29565)
 [0,1.29574)
 [0,1.29587)
 [0,1.29591)
 [0,1.29592)
 [0,1.29598)
 [0,1.29598)
 [0,1.29602)
 [0,1.29606)
 [0,1.29608)
 [0,1.2961)
 [0,1.29616)
 [0,1.29617)
 [0,1.29619)
 [0,1.29627)
 [0,1.2963)
 [0,1.29633)
 [0,1.29641)
 [0,1.29645)
 [0,1.29645)
 [0,1.2965)
 [0,1.29652)
 [0,1.29653)
 [0,1.29656)
 [0,1.29656)
 [0,1.29657)
 [0,1.29657)
 [0,1.29661)
 [0,1.29667)
 [0,1.29668)
 [0,1.29672)
 [0,1.29677)
 [0,1.29693)
 [0,1.29693)
 [0,1.29698)
 [0,1.29703)
 [0,1.29704)
 [0,1.29711)
 [0,1.29716)
 [0,1.29716)
 [0,1.29719)
 [0,1.2972)
 [0,1.29723)
 [0,1.29726)
 [0,1.29728)
 [0,1.29729)
 [0,1.2973)
 [0,1.2973)
 [0,1.29736)
 [0,1.29741)
 [0,1.29742)
 [0,1.29742)
 [0,1.29752)
 [0,1.29756)
 [0,1.29758)
 [0,1.29761)
 [0,1.29762)
 [0,1.29762)
 [0,1.29763)
 [0,1.29766)
 [0,1.29767)
 [0,1.29768)
 [0,1.29768)
 [0,1.29769)
 [0,1.2977)
 [0,1.2977)
 [0,1.29773)
 [0,1.29783)
 [0,1.29786)
 [0,1.2979)
 [0,1.29792)
 [0,1.29795)
 [0,1.29795)
 [0,1.29796)
 [0,1.29799)
 [0,1.29801)
 [0,1.29804)
 [0,1.29808)
 [0,1.2981)
 [0,1.29812)
 [0,1.29813)
 [0,1.29813)
 [0,1.29818)
 [0,1.29821)
 [0,1.29823)
 [0,1.29826)
 [0,1.29827)
 [0,1.29827)
 [0,1.29835)
 [0,1.29836)
 [0,1.29838)
 [0,1.29841)
 [0,1.29842)
 [0,1.29843)
 [0,1.29848)
 [0,1.29848)
 [0,1.29849)
 [0,1.29852)
 [0,1.29853)
 [0,1.29867)
 [0,1.29872)
 [0,1.29879)
 [0,1.29883)
 [0,1.29885)
 [0,1.2989)
 [0,1.2989)
 [0,1.29892)
 [0,1.29894)
 [0,1.29896)
 [0,1.299)
 [0,1.29901)
 [0,1.29905)
 [0,1.29905)
 [0,1.29916)
 [0,1.29926)
 [0,1.29926)
 [0,1.29927)
 [0,1.2993)
 [0,1.29932)
 [0,1.29933)
 [0,1.29942)
 [0,1.29942)
 [0,1.29943)
 [0,1.29946)
 [0,1.29947)
 [0,1.29954)
 [0,1.29956)
 [0,1.29959)
 [0,1.29965)
 [0,1.29968)
 [0,1.29969)
 [0,1.29977)
 [0,1.2999)
 [0,1.29991)
 [0,1.29992)
 [0,1.29994)
 [0,1.29997)
 [0,1.30001)
 [0,1.30001)
 [0,1.30002)
 [0,1.30003)
 [0,1.30008)
 [0,1.3001)
 [0,1.30014)
 [0,1.30014)
 [0,1.30021)
 [0,1.30025)
 [0,1.30026)
 [0,1.30033)
 [0,1.30042)
 [0,1.30044)
 [0,1.30045)
 [0,1.30045)
 [0,1.30046)
 [0,1.30055)
 [0,1.30061)
 [0,1.30074)
 [0,1.30079)
 [0,1.30079)
 [0,1.30082)
 [0,1.30087)
 [0,1.30088)
 [0,1.30089)
 [0,1.30093)
 [0,1.30093)
 [0,1.30093)
 [0,1.30106)
 [0,1.30106)
 [0,1.30107)
 [0,1.3011)
 [0,1.30112)
 [0,1.30113)
 [0,1.30116)
 [0,1.30117)
 [0,1.30117)
 [0,1.30125)
 [0,1.30128)
 [0,1.30134)
 [0,1.30136)
 [0,1.30141)
 [0,1.30142)
 [0,1.30145)
 [0,1.30146)
 [0,1.30147)
 [0,1.3015)
 [0,1.3015)
 [0,1.30157)
 [0,1.30158)
 [0,1.30159)
 [0,1.30167)
 [0,1.30179)
 [0,1.3018)
 [0,1.30182)
 [0,1.30183)
 [0,1.30187)
 [0,1.30188)
 [0,1.30189)
 [0,1.30199)
 [0,1.30202)
 [0,1.30202)
 [0,1.30205)
 [0,1.30209)
 [0,1.30209)
 [0,1.3021)
 [0,1.30222)
 [0,1.30232)
 [0,1.30233)
 [0,1.30237)
 [0,1.30237)
 [0,1.30238)
 [0,1.30238)
 [0,1.30244)
 [0,1.30246)
 [0,1.30247)
 [0,1.30251)
 [0,1.30254)
 [0,1.30255)
 [0,1.30257)
 [0,1.30258)
 [0,1.3026)
 [0,1.3026)
 [0,1.30264)
 [0,1.30265)
 [0,1.30266)
 [0,1.30267)
 [0,1.30269)
 [0,1.30277)
 [0,1.30281)
 [0,1.30291)
 [0,1.30291)
 [0,1.30292)
 [0,1.30296)
 [0,1.30297)
 [0,1.30302)
 [0,1.30304)
 [0,1.3031)
 [0,1.30316)
 [0,1.30318)
 [0,1.30318)
 [0,1.30318)
 [0,1.30321)
 [0,1.30325)
 [0,1.3033)
 [0,1.30332)
 [0,1.30341)
 [0,1.30341)
 [0,1.30342)
 [0,1.30346)
 [0,1.30346)
 [0,1.30349)
 [0,1.30349)
 [0,1.30354)
 [0,1.30355)
 [0,1.30358)
 [0,1.30379)
 [0,1.30383)
 [0,1.30384)
 [0,1.30385)
 [0,1.30385)
 [0,1.30387)
 [0,1.30391)
 [0,1.30393)
 [0,1.30394)
 [0,1.30394)
 [0,1.30398)
 [0,1.30398)
 [0,1.30403)
 [0,1.30403)
 [0,1.30405)
 [0,1.30409)
 [0,1.30409)
 [0,1.30411)
 [0,1.30414)
 [0,1.30415)
 [0,1.30417)
 [0,1.30427)
 [0,1.30432)
 [0,1.30436)
 [0,1.30439)
 [0,1.30444)
 [0,1.30444)
 [0,1.30451)
 [0,1.30451)
 [0,1.30451)
 [0,1.30452)
 [0,1.30454)
 [0,1.30456)
 [0,1.30462)
 [0,1.30463)
 [0,1.30463)
 [0,1.30465)
 [0,1.30468)
 [0,1.30475)
 [0,1.30475)
 [0,1.30475)
 [0,1.30482)
 [0,1.30482)
 [0,1.30486)
 [0,1.30487)
 [0,1.30489)
 [0,1.30491)
 [0,1.30499)
 [0,1.30499)
 [0,1.30507)
 [0,1.30522)
 [0,1.30523)
 [0,1.30525)
 [0,1.30536)
 [0,1.30537)
 [0,1.30538)
 [0,1.3054)
 [0,1.30542)
 [0,1.30549)
 [0,1.30551)
 [0,1.30553)
 [0,1.30555)
 [0,1.30557)
 [0,1.30561)
 [0,1.30563)
 [0,1.30563)
 [0,1.30566)
 [0,1.30566)
 [0,1.30568)
 [0,1.30572)
 [0,1.30572)
 [0,1.30573)
 [0,1.30586)
 [0,1.30604)
 [0,1.3061)
 [0,1.30611)
 [0,1.30616)
 [0,1.30618)
 [0,1.30627)
 [0,1.3063)
 [0,1.3063)
 [0,1.30631)
 [0,1.30631)
 [0,1.30632)
 [0,1.30634)
 [0,1.30637)
 [0,1.30639)
 [0,1.30646)
 [0,1.30652)
 [0,1.30661)
 [0,1.30669)
 [0,1.30676)
 [0,1.30678)
 [0,1.30688)
 [0,1.30689)
 [0,1.3069)
 [0,1.30691)
 [0,1.307)
 [0,1.30702)
 [0,1.30706)
 [0,1.3071)
 [0,1.30712)
 [0,1.30714)
 [0,1.3072)
 [0,1.30722)
 [0,1.30724)
 [0,1.30729)
 [0,1.30732)
 [0,1.30734)
 [0,1.30734)
 [0,1.30735)
 [0,1.30736)
 [0,1.30738)
 [0,1.30741)
 [0,1.30749)
 [0,1.3075)
 [0,1.3075)
 [0,1.30751)
 [0,1.30751)
 [0,1.30752)
 [0,1.3076)
 [0,1.30763)
 [0,1.30764)
 [0,1.30774)
 [0,1.30775)
 [0,1.30776)
 [0,1.30776)
 [0,1.30778)
 [0,1.30779)
 [0,1.3078)
 [0,1.30782)
 [0,1.308)
 [0,1.30806)
 [0,1.30811)
 [0,1.30812)
 [0,1.30813)
 [0,1.30817)
 [0,1.30823)
 [0,1.30828)
 [0,1.30834)
 [0,1.30838)
 [0,1.30842)
 [0,1.30843)
 [0,1.30843)
 [0,1.30856)
 [0,1.30856)
 [0,1.3086)
 [0,1.30863)
 [0,1.30863)
 [0,1.30866)
 [0,1.30867)
 [0,1.30875)
 [0,1.30878)
 [0,1.3088)
 [0,1.30883)
 [0,1.30884)
 [0,1.30884)
 [0,1.30889)
 [0,1.30896)
 [0,1.30896)
 [0,1.30899)
 [0,1.309)
 [0,1.30908)
 [0,1.30908)
 [0,1.30912)
 [0,1.30913)
 [0,1.30916)
 [0,1.30916)
 [0,1.30917)
 [0,1.3092)
 [0,1.30924)
 [0,1.30927)
 [0,1.30932)
 [0,1.30943)
 [0,1.30946)
 [0,1.30952)
 [0,1.30953)
 [0,1.30958)
 [0,1.30966)
 [0,1.30971)
 [0,1.30975)
 [0,1.30976)
 [0,1.30979)
 [0,1.30984)
 [0,1.30986)
 [0,1.30989)
 [0,1.30997)
 [0,1.30997)
 [0,1.3101)
 [0,1.31011)
 [0,1.31017)
 [0,1.31017)
 [0,1.31024)
 [0,1.31026)
 [0,1.31035)
 [0,1.31036)
 [0,1.31037)
 [0,1.31037)
 [0,1.31038)
 [0,1.31039)
 [0,1.31044)
 [0,1.31045)
 [0,1.31046)
 [0,1.31047)
 [0,1.3105)
 [0,1.3105)
 [0,1.31055)
 [0,1.31056)
 [0,1.31057)
 [0,1.31072)
 [0,1.31077)
 [0,1.31081)
 [0,1.31085)
 [0,1.31085)
 [0,1.31087)
 [0,1.31087)
 [0,1.31089)
 [0,1.31092)
 [0,1.31101)
 [0,1.31105)
 [0,1.31105)
 [0,1.31122)
 [0,1.31127)
 [0,1.31128)
 [0,1.31129)
 [0,1.3113)
 [0,1.31131)
 [0,1.31144)
 [0,1.31154)
 [0,1.31156)
 [0,1.31163)
 [0,1.31167)
 [0,1.31171)
 [0,1.31191)
 [0,1.31191)
 [0,1.31191)
 [0,1.31192)
 [0,1.31195)
 [0,1.31199)
 [0,1.31203)
 [0,1.31206)
 [0,1.31212)
 [0,1.31213)
 [0,1.31214)
 [0,1.31216)
 [0,1.31217)
 [0,1.3122)
 [0,1.31221)
 [0,1.31221)
 [0,1.31222)
 [0,1.31225)
 [0,1.31233)
 [0,1.31239)
 [0,1.3124)
 [0,1.31242)
 [0,1.31245)
 [0,1.31246)
 [0,1.31248)
 [0,1.31248)
 [0,1.3125)
 [0,1.3125)
 [0,1.31251)
 [0,1.31252)
 [0,1.31254)
 [0,1.31256)
 [0,1.31259)
 [0,1.31261)
 [0,1.31262)
 [0,1.31263)
 [0,1.31265)
 [0,1.31267)
 [0,1.31272)
 [0,1.31273)
 [0,1.31277)
 [0,1.31282)
 [0,1.31286)
 [0,1.31292)
 [0,1.31293)
 [0,1.31305)
 [0,1.31309)
 [0,1.3131)
 [0,1.31312)
 [0,1.3132)
 [0,1.3132)
 [0,1.31325)
 [0,1.31325)
 [0,1.31327)
 [0,1.31331)
 [0,1.31337)
 [0,1.31337)
 [0,1.31341)
 [0,1.31341)
 [0,1.31342)
 [0,1.31346)
 [0,1.31353)
 [0,1.31355)
 [0,1.3136)
 [0,1.31361)
 [0,1.31363)
 [0,1.3137)
 [0,1.31374)
 [0,1.31375)
 [0,1.31375)
 [0,1.31377)
 [0,1.31377)
 [0,1.31377)
 [0,1.31382)
 [0,1.31382)
 [0,1.31385)
 [0,1.31386)
 [0,1.31387)
 [0,1.31394)
 [0,1.31396)
 [0,1.31398)
 [0,1.31402)
 [0,1.31407)
 [0,1.31408)
 [0,1.31412)
 [0,1.31421)
 [0,1.31421)
 [0,1.31425)
 [0,1.31426)
 [0,1.31427)
 [0,1.31429)
 [0,1.31431)
 [0,1.31435)
 [0,1.31436)
 [0,1.31438)
 [0,1.31446)
 [0,1.31452)
 [0,1.31454)
 [0,1.31454)
 [0,1.31456)
 [0,1.31458)
 [0,1.31458)
 [0,1.3146)
 [0,1.31462)
 [0,1.31482)
 [0,1.31486)
 [0,1.31495)
 [0,1.31495)
 [0,1.31497)
 [0,1.31498)
 [0,1.31499)
 [0,1.31505)
 [0,1.31507)
 [0,1.31511)
 [0,1.31514)
 [0,1.31519)
 [0,1.3152)
 [0,1.31526)
 [0,1.31532)
 [0,1.31533)
 [0,1.3154)
 [0,1.31541)
 [0,1.31542)
 [0,1.31546)
 [0,1.31548)
 [0,1.3155)
 [0,1.31553)
 [0,1.31557)
 [0,1.3156)
 [0,1.31561)
 [0,1.31563)
 [0,1.31569)
 [0,1.31574)
 [0,1.31574)
 [0,1.3158)
 [0,1.31582)
 [0,1.31586)
 [0,1.31586)
 [0,1.31591)
 [0,1.31595)
 [0,1.31601)
 [0,1.31605)
 [0,1.31608)
 [0,1.31614)
 [0,1.31615)
 [0,1.31623)
 [0,1.31624)
 [0,1.31628)
 [0,1.31628)
 [0,1.3163)
 [0,1.31632)
 [0,1.31636)
 [0,1.3164)
 [0,1.31643)
 [0,1.31648)
 [0,1.31649)
 [0,1.3165)
 [0,1.31653)
 [0,1.31659)
 [0,1.3166)
 [0,1.31663)
 [0,1.31668)
 [0,1.3167)
 [0,1.31674)
 [0,1.31675)
 [0,1.31675)
 [0,1.31695)
 [0,1.31703)
 [0,1.31707)
 [0,1.31713)
 [0,1.31716)
 [0,1.31722)
 [0,1.31724)
 [0,1.31725)
 [0,1.31728)
 [0,1.31729)
 [0,1.31737)
 [0,1.31739)
 [0,1.31742)
 [0,1.31744)
 [0,1.31749)
 [0,1.31761)
 [0,1.31763)
 [0,1.31764)
 [0,1.3177)
 [0,1.31772)
 [0,1.31774)
 [0,1.31775)
 [0,1.31779)
 [0,1.3178)
 [0,1.31783)
 [0,1.31784)
 [0,1.3179)
 [0,1.31794)
 [0,1.31795)
 [0,1.31795)
 [0,1.31798)
 [0,1.31798)
 [0,1.31799)
 [0,1.31799)
 [0,1.31804)
 [0,1.3182)
 [0,1.31821)
 [0,1.31822)
 [0,1.31823)
 [0,1.31825)
 [0,1.31829)
 [0,1.31829)
 [0,1.31829)
 [0,1.31829)
 [0,1.31829)
 [0,1.31842)
 [0,1.31845)
 [0,1.31845)
 [0,1.31858)
 [0,1.31864)
 [0,1.31866)
 [0,1.31867)
 [0,1.31868)
 [0,1.31871)
 [0,1.31877)
 [0,1.3188)
 [0,1.31887)
 [0,1.31889)
 [0,1.3189)
 [0,1.31893)
 [0,1.31896)
 [0,1.31896)
 [0,1.31897)
 [0,1.319)
 [0,1.31901)
 [0,1.31905)
 [0,1.31906)
 [0,1.31906)
 [0,1.31909)
 [0,1.31911)
 [0,1.31911)
 [0,1.31916)
 [0,1.31917)
 [0,1.31917)
